epoch,loss_train,loss_val,acc_train,acc_val
84,4.700225274365647,4.953615554293296,0.12100563909774437,0.10526315789473684
85,4.685202387042511,4.9291101828553625,0.12006578947368421,0.11090225563909774
86,4.679415860570463,4.9484878124151015,0.12218045112781954,0.10056390977443609
87,4.679828486048189,4.829394354856104,0.12194548872180451,0.11842105263157894
88,4.656257557689695,4.888104119695219,0.12640977443609022,0.11654135338345864
89,4.6590785478290755,4.852401557721589,0.12476503759398497,0.11090225563909774
90,4.6764660598640155,4.947723385086634,0.12335526315789473,0.1099624060150376
91,4.651831311390812,4.861206309239667,0.1261748120300752,0.12030075187969924
92,4.668527165749915,4.883071125001836,0.12664473684210525,0.1231203007518797
93,4.65520383361587,4.853355629999835,0.13087406015037595,0.1156015037593985
94,4.622650153654859,4.815279824393136,0.13204887218045114,0.12593984962406016
95,4.616218272904704,5.0261242658572085,0.13933270676691728,0.10056390977443609
96,4.694724290890801,4.905121208133554,0.11419172932330827,0.09774436090225563
97,4.709284301987268,4.922019205595317,0.11090225563909774,0.10056390977443609
98,4.667795980783334,4.859076374455502,0.12406015037593984,0.10714285714285714
99,4.637863252395974,4.8102777201430245,0.1287593984962406,0.1137218045112782
100,4.613312828809695,4.830066221997254,0.13463345864661655,0.1080827067669173
101,4.61758245740618,4.805845561780427,0.13040413533834586,0.1193609022556391
102,4.602194302064135,4.82653310245141,0.13698308270676693,0.11654135338345864
103,4.602892664142121,4.871193842780321,0.13181390977443608,0.11842105263157894
104,4.660385339779961,4.88542616277709,0.12288533834586467,0.10714285714285714
105,4.607442626379486,4.916753872892911,0.13510338345864661,0.1193609022556391
106,4.5814549367230635,4.928888399798171,0.13580827067669174,0.1193609022556391
107,4.58202946813483,4.8974888199254085,0.13416353383458646,0.1193609022556391
108,4.575566894129703,4.877909775067093,0.13510338345864661,0.12030075187969924
109,4.565389522036216,4.888234145659253,0.13557330827067668,0.12030075187969924
