epoch,loss_train,loss_val,acc_train,acc_val
1,6.347804922806589,6.115567752293178,0.009868421052631578,0.008458646616541353
2,5.8701610278366205,5.792875816947536,0.007283834586466165,0.016917293233082706
3,5.782789624723277,5.840582403025233,0.009398496240601503,0.013157894736842105
4,5.570215673374951,5.505203444258611,0.012218045112781954,0.011278195488721804
5,5.458023293574054,5.471957034634468,0.01644736842105263,0.011278195488721804
6,5.484677268150158,5.437212273590546,0.014332706766917292,0.015037593984962405
7,5.4471938161921685,5.41852747408071,0.019031954887218046,0.015977443609022556
8,5.43805912562779,5.443611772436845,0.016212406015037595,0.015037593984962405
9,5.408720041576185,5.445993925395765,0.01832706766917293,0.013157894736842105
10,5.39871499054414,5.517177592542835,0.017152255639097745,0.010338345864661654
11,5.428509317842641,5.365639786971243,0.015977443609022556,0.019736842105263157
12,5.332821806570641,5.433512013657649,0.022791353383458647,0.016917293233082706
13,5.348734418252357,5.4027452612281746,0.02044172932330827,0.018796992481203006
14,5.290969719564108,5.362030222899932,0.02725563909774436,0.017857142857142856
15,5.274088705392709,5.467432559880995,0.03125,0.015977443609022556
16,5.2660713769439464,5.347305183123825,0.03359962406015038,0.022556390977443608
17,5.230670237003412,5.305563697241302,0.03125,0.02537593984962406
18,5.2486813552397535,5.46427469683769,0.03242481203007519,0.016917293233082706
19,5.218681486029374,5.327619620731899,0.04111842105263158,0.021616541353383457
20,5.193678619270038,5.332627884427407,0.03853383458646616,0.021616541353383457
21,5.235057640792732,5.35900628656373,0.03829887218045113,0.023496240601503758
22,5.190686778018349,5.286655949470692,0.043703007518796994,0.020676691729323307
23,5.147692171254552,5.230070558705724,0.04111842105263158,0.02725563909774436
24,5.139749516221814,5.307087711821821,0.043703007518796994,0.02443609022556391
25,5.12775002386337,5.256418246075623,0.045347744360902255,0.02631578947368421
26,5.130769636397972,5.300621351801363,0.049577067669172935,0.02537593984962406
27,5.12913001211066,5.199815366501198,0.048402255639097745,0.02913533834586466
28,5.1473590449283,5.224203651112721,0.045817669172932333,0.03101503759398496
29,5.0850170716307215,5.233012762284817,0.051456766917293235,0.03195488721804511
30,5.120518074896102,5.188845544829404,0.046287593984962405,0.03195488721804511
31,5.072574188834743,5.149957721394704,0.05169172932330827,0.03383458646616541
32,5.065839444784293,5.193641060277035,0.05169172932330827,0.03195488721804511
33,5.0677099514724615,5.180152150921356,0.052161654135338346,0.040413533834586464
34,5.032993277212731,5.153101720308003,0.05592105263157895,0.040413533834586464
35,5.025483174431593,5.129319190979004,0.0587406015037594,0.044172932330827065
36,5.027812749819648,5.1461350577218195,0.05921052631578947,0.042293233082706765
37,5.018814667723233,5.110185680532814,0.0625,0.04887218045112782
38,4.991082765105972,5.129961114180715,0.06109022556390977,0.046052631578947366
39,5.022022996629987,5.195460007603007,0.06179511278195489,0.03477443609022556
40,5.025896717731218,5.1384883536432024,0.06203007518796992,0.047932330827067667
41,4.987668058926001,5.0947537601442265,0.06296992481203008,0.04887218045112782
42,4.996256670557466,5.099362918308803,0.06296992481203008,0.046992481203007516
43,4.994162627628872,5.166793396598415,0.06179511278195489,0.05075187969924812
44,4.994807505069819,5.101204481339993,0.06484962406015038,0.05075187969924812
45,4.993106117822174,5.216104012682922,0.06696428571428571,0.05639097744360902
46,4.963657712577877,5.1914382339420175,0.07142857142857142,0.06390977443609022
47,4.951140600935857,5.046288314618562,0.07424812030075188,0.06578947368421052
48,4.924900632155569,5.070743116221034,0.07283834586466166,0.06296992481203008
49,4.934844447257824,5.206152833494029,0.07589285714285714,0.06672932330827068
50,4.956180812720966,5.0902274855993745,0.08012218045112782,0.06109022556390977
51,4.935547247865146,5.055190032586119,0.07330827067669173,0.07236842105263158
52,4.908790412702058,5.064404971617505,0.08670112781954888,0.07048872180451128
53,4.914963966025446,5.089756675232622,0.07988721804511278,0.06390977443609022
54,4.8869355065482,4.998120677202268,0.08552631578947369,0.07988721804511278
55,4.868069146808825,4.998204826412344,0.08646616541353383,0.08270676691729323
56,4.917848493819847,5.063170056594045,0.07448308270676691,0.05827067669172932
57,4.927191662609129,5.025596367685418,0.07730263157894737,0.07330827067669173
58,4.867260280408357,4.9636719746697215,0.08928571428571429,0.09304511278195489
59,4.858026024094202,5.121591331367206,0.09234022556390978,0.07612781954887218
60,4.882200520737727,5.003584410014906,0.08834586466165413,0.09774436090225563
61,4.852359366596193,5.010641675246389,0.10032894736842106,0.08176691729323309
62,4.8721259626230795,4.989266495955618,0.09093045112781954,0.08458646616541353
63,4.831320669417991,5.0030966773069,0.09069548872180451,0.08834586466165413
64,4.814828808146312,4.922373692792161,0.10197368421052631,0.10244360902255639
65,4.8061000637542035,4.94511776400688,0.10432330827067669,0.09586466165413533
66,4.7968968592192,4.959107743170028,0.10150375939849623,0.10338345864661654
67,4.821944380165043,5.080677570256972,0.10526315789473684,0.07706766917293233
68,4.878154593302791,4.98919917945575,0.0899906015037594,0.08834586466165413
69,4.831128428753157,4.941347287113505,0.09868421052631579,0.09304511278195489
70,4.839730965463739,4.9851241326869875,0.09539473684210527,0.08176691729323309
71,4.809466168396455,4.937025615147182,0.0975093984962406,0.08740601503759399
72,4.798329891118788,4.978067591674346,0.1012687969924812,0.08740601503759399
73,4.7794580352037475,4.9838711121924835,0.10244360902255639,0.09868421052631579
74,4.7794976413698125,4.887818910125503,0.10549812030075188,0.10338345864661654
75,4.742407935006278,4.890597056625481,0.11090225563909774,0.10338345864661654
76,4.742507862865477,4.88662062193218,0.11137218045112782,0.11278195488721804
77,4.72366874379323,4.906939320098188,0.11771616541353383,0.11278195488721804
78,4.7237570518837835,4.918340467868891,0.11842105263157894,0.10902255639097744
79,4.796716281345913,4.932349179920397,0.1069078947368421,0.10150375939849623
80,4.972445265691083,5.04789345963557,0.09821428571428571,0.09586466165413533
81,4.743246519475951,4.977642041399963,0.11137218045112782,0.1080827067669173
82,4.726280829063932,4.889698394259116,0.11442669172932331,0.10432330827067669
83,4.697734187420149,4.860127753781197,0.12053571428571429,0.10526315789473684
